,i,t,x,v,E,EKS,ekin,ekin_u
300,300,1500,"[[0.14396904 0.14396904 0.14396904]
 [2.42103096 2.42103096 2.42103096]]","[[-0.00017462 -0.00017462 -0.00017462]
 [ 0.00017462  0.00017462  0.00017462]]",-8.24158431279503,-8.246289314829736,0.004683324570780173,2.167746392468328e-05
301,301,1505,"[[0.14309079 0.14309079 0.14309079]
 [2.42190921 2.42190921 2.42190921]]","[[-0.00017666 -0.00017666 -0.00017666]
 [ 0.00017666  0.00017666  0.00017666]]",-8.241584318281852,-8.24639958689211,0.0047932103899264045,2.2058220331770045e-05
302,302,1510,"[[0.14220246 0.14220246 0.14220246]
 [2.42279754 2.42279754 2.42279754]]","[[-0.00017865 -0.00017865 -0.00017865]
 [ 0.00017865  0.00017865  0.00017865]]",-8.24158432363671,-8.24650879471555,0.004902030847191011,2.2440231650655406e-05
303,303,1515,"[[0.14130428 0.14130428 0.14130428]
 [2.42369572 2.42369572 2.42369572]]","[[-0.0001806 -0.0001806 -0.0001806]
 [ 0.0001806  0.0001806  0.0001806]]",-8.241584328878353,-8.246616848141393,0.005009682503027622,2.2836760012032572e-05
304,304,1520,"[[0.14039644 0.14039644 0.14039644]
 [2.42460356 2.42460356 2.42460356]]","[[-0.00018251 -0.00018251 -0.00018251]
 [ 0.00018251  0.00018251  0.00018251]]",-8.241584333996224,-8.24672365872804,0.005116066925126543,2.3257806690365207e-05
305,305,1525,"[[0.13947918 0.13947918 0.13947918]
 [2.42552082 2.42552082 2.42552082]]","[[-0.00018437 -0.00018437 -0.00018437]
 [ 0.00018437  0.00018437  0.00018437]]",-8.24158433899648,-8.246829139846273,0.005221091135517195,2.370971427505099e-05
306,306,1530,"[[0.1385527 0.1385527 0.1385527]
 [2.4264473 2.4264473 2.4264473]]","[[-0.00018619 -0.00018619 -0.00018619]
 [ 0.00018619  0.00018619  0.00018619]]",-8.241584343883943,-8.246933206606853,0.005324668713365212,2.4194009544331853e-05
307,307,1535,"[[0.13761724 0.13761724 0.13761724]
 [2.42738276 2.42738276 2.42738276]]","[[-0.00018797 -0.00018797 -0.00018797]
 [ 0.00018797  0.00018797  0.00018797]]",-8.241584348616717,-8.247035775837913,0.0054267219470356745,2.4705274161529946e-05
308,308,1540,"[[0.13667301 0.13667301 0.13667301]
 [2.42832699 2.42832699 2.42832699]]","[[-0.0001897 -0.0001897 -0.0001897]
 [ 0.0001897  0.0001897  0.0001897]]",-8.241584353153442,-8.247136766717045,0.005527183353433028,2.5230210169934937e-05
309,309,1545,"[[0.13572023 0.13572023 0.13572023]
 [2.42927977 2.42927977 2.42927977]]","[[-0.00019139 -0.00019139 -0.00019139]
 [ 0.00019139  0.00019139  0.00019139]]",-8.241584357518354,-8.247236101374945,0.005625993924755762,2.574993183441548e-05
310,310,1550,"[[0.13475912 0.13475912 0.13475912]
 [2.43024088 2.43024088 2.43024088]]","[[-0.00019303 -0.00019303 -0.00019303]
 [ 0.00019303  0.00019303  0.00019303]]",-8.241584361740301,-8.24733370458712,0.005723097468074773,2.6245378745798647e-05
311,311,1555,"[[0.13378989 0.13378989 0.13378989]
 [2.43121011 2.43121011 2.43121011]]","[[-0.00019464 -0.00019464 -0.00019464]
 [ 0.00019464  0.00019464  0.00019464]]",-8.241584365805345,-8.24742950336633,0.005818433710934727,2.6703850050517536e-05
312,312,1560,"[[0.13281277 0.13281277 0.13281277]
 [2.43218723 2.43218723 2.43218723]]","[[-0.00019619 -0.00019619 -0.00019619]
 [ 0.00019619  0.00019619  0.00019619]]",-8.241584369692083,-8.24752342713356,0.005911934147468859,2.712329400973658e-05
313,313,1565,"[[0.13182796 0.13182796 0.13182796]
 [2.43317204 2.43317204 2.43317204]]","[[-0.00019771 -0.00019771 -0.00019771]
 [ 0.00019771  0.00019771  0.00019771]]",-8.241584373378856,-8.247615408041684,0.0060035229474627375,2.7511715364720455e-05
314,314,1570,"[[0.1308357 0.1308357 0.1308357]
 [2.4341643 2.4341643 2.4341643]]","[[-0.00019918 -0.00019918 -0.00019918]
 [ 0.00019918  0.00019918  0.00019918]]",-8.241584376854883,-8.247705381311695,0.006093122086532577,2.788237027914154e-05
315,315,1575,"[[0.1298362 0.1298362 0.1298362]
 [2.4351638 2.4351638 2.4351638]]","[[-0.0002006 -0.0002006 -0.0002006]
 [ 0.0002006  0.0002006  0.0002006]]",-8.241584380156864,-8.24779328537315,0.006180657314089762,2.824790219687056e-05
316,316,1580,"[[0.12882968 0.12882968 0.12882968]
 [2.43617032 2.43617032 2.43617032]]","[[-0.00020198 -0.00020198 -0.00020198]
 [ 0.00020198  0.00020198  0.00020198]]",-8.241584383329158,-8.247879061335672,0.006266061532482474,2.8616474032026304e-05
317,317,1585,"[[0.12781636 0.12781636 0.12781636]
 [2.43718364 2.43718364 2.43718364]]","[[-0.00020332 -0.00020332 -0.00020332]
 [ 0.00020332  0.00020332  0.00020332]]",-8.241584386365085,-8.24796265237238,0.006349274557529293,2.8991449765093e-05
318,318,1590,"[[0.12679648 0.12679648 0.12679648]
 [2.43820352 2.43820352 2.43820352]]","[[-0.00020461 -0.00020461 -0.00020461]
 [ 0.00020461  0.00020461  0.00020461]]",-8.241584389230585,-8.248044003798027,0.006430240755809041,2.937381163261832e-05
319,319,1595,"[[0.12577024 0.12577024 0.12577024]
 [2.43922976 2.43922976 2.43922976]]","[[-0.00020586 -0.00020586 -0.00020586]
 [ 0.00020586  0.00020586  0.00020586]]",-8.241584391913612,-8.248123063564933,0.0065089068851864095,2.9764766134790647e-05
320,320,1600,"[[0.12473787 0.12473787 0.12473787]
 [2.44026213 2.44026213 2.44026213]]","[[-0.00020706 -0.00020706 -0.00020706]
 [ 0.00020706  0.00020706  0.00020706]]",-8.24158439442656,-8.248199782453142,0.006585221770602673,3.016625597924531e-05
321,321,1605,"[[0.1236996 0.1236996 0.1236996]
 [2.4413004 2.4413004 2.4413004]]","[[-0.00020822 -0.00020822 -0.00020822]
 [ 0.00020822  0.00020822  0.00020822]]",-8.24158439676023,-8.248274113937711,0.006659137917960301,3.057925952086206e-05
322,322,1610,"[[0.12265565 0.12265565 0.12265565]
 [2.44234435 2.44234435 2.44234435]]","[[-0.00020934 -0.00020934 -0.00020934]
 [ 0.00020934  0.00020934  0.00020934]]",-8.241584398914945,-8.24834601427633,0.006730613592760204,3.100176862456923e-05
323,323,1615,"[[0.12160624 0.12160624 0.12160624]
 [2.44339376 2.44339376 2.44339376]]","[[-0.00021041 -0.00021041 -0.00021041]
 [ 0.00021041  0.00021041  0.00021041]]",-8.241584400905563,-8.248415442498354,0.006799613671100871,3.142792169069082e-05
324,324,1620,"[[0.12055158 0.12055158 0.12055158]
 [2.44444842 2.44444842 2.44444842]]","[[-0.00021143 -0.00021143 -0.00021143]
 [ 0.00021143  0.00021143  0.00021143]]",-8.241584402742758,-8.248482360172272,0.00686610892966007,3.1848499852897636e-05
325,325,1625,"[[0.1194919 0.1194919 0.1194919]
 [2.4455081 2.4455081 2.4455081]]","[[-0.00021242 -0.00021242 -0.00021242]
 [ 0.00021242  0.00021242  0.00021242]]",-8.241584404435429,-8.24854673120845,0.006930074574678684,3.2252198340832435e-05
326,326,1630,"[[0.11842742 0.11842742 0.11842742]
 [2.44657258 2.44657258 2.44657258]]","[[-0.00021336 -0.00021336 -0.00021336]
 [ 0.00021336  0.00021336  0.00021336]]",-8.241584405948483,-8.248608521770201,0.006991488855861823,3.262696585593611e-05
327,327,1635,"[[0.11735835 0.11735835 0.11735835]
 [2.44764165 2.44764165 2.44764165]]","[[-0.00021425 -0.00021425 -0.00021425]
 [ 0.00021425  0.00021425  0.00021425]]",-8.241584407224442,-8.248667700844353,0.007050332378009226,3.2961241900683524e-05
328,328,1640,"[[0.11628491 0.11628491 0.11628491]
 [2.44871509 2.44871509 2.44871509]]","[[-0.0002151 -0.0002151 -0.0002151]
 [ 0.0002151  0.0002151  0.0002151]]",-8.241584408296527,-8.24872424105154,0.007106587974049895,3.324478096299614e-05
329,329,1645,"[[0.11520731 0.11520731 0.11520731]
 [2.44979269 2.44979269 2.44979269]]","[[-0.00021591 -0.00021591 -0.00021591]
 [ 0.00021591  0.00021591  0.00021591]]",-8.241584409226077,-8.248778118222637,0.007160239695013493,3.346930154700366e-05
330,330,1650,"[[0.11412576 0.11412576 0.11412576]
 [2.45087424 2.45087424 2.45087424]]","[[-0.00021668 -0.00021668 -0.00021668]
 [ 0.00021668  0.00021668  0.00021668]]",-8.241584410008295,-8.24882931054976,0.007211269880894302,3.363066057149517e-05
331,331,1655,"[[0.11304048 0.11304048 0.11304048]
 [2.45195952 2.45195952 2.45195952]]","[[-0.00021741 -0.00021741 -0.00021741]
 [ 0.00021741  0.00021741  0.00021741]]",-8.241584410652658,-8.248877798564557,0.007259655733461356,3.373217843778382e-05
332,332,1660,"[[0.11195168 0.11195168 0.11195168]
 [2.45304832 2.45304832 2.45304832]]","[[-0.00021809 -0.00021809 -0.00021809]
 [ 0.00021809  0.00021809  0.00021809]]",-8.24158441118205,-8.248923564995966,0.007305367894761711,3.378591915384895e-05
333,333,1665,"[[0.11085957 0.11085957 0.11085957]
 [2.45414043 2.45414043 2.45414043]]","[[-0.00021873 -0.00021873 -0.00021873]
 [ 0.00021873  0.00021873  0.00021873]]",-8.241584411578469,-8.248966594459729,0.007348372147063146,3.381073419606706e-05
334,334,1670,"[[0.10976435 0.10976435 0.10976435]
 [2.45523565 2.45523565 2.45523565]]","[[-0.00021933 -0.00021933 -0.00021933]
 [ 0.00021933  0.00021933  0.00021933]]",-8.241584411827137,-8.249006873677267,0.0073886337920466266,3.382805808319255e-05
335,335,1675,"[[0.10866625 0.10866625 0.10866625]
 [2.45633375 2.45633375 2.45633375]]","[[-0.00021989 -0.00021989 -0.00021989]
 [ 0.00021989  0.00021989  0.00021989]]",-8.241584411917241,-8.249044391709269,0.007426123031860302,3.385676016752231e-05
336,336,1680,"[[0.10756548 0.10756548 0.10756548]
 [2.45743452 2.45743452 2.45743452]]","[[-0.0002204 -0.0002204 -0.0002204]
 [ 0.0002204  0.0002204  0.0002204]]",-8.241584411812843,-8.249079140165351,0.0074608187195877316,3.390963292070894e-05
337,337,1685,"[[0.10646225 0.10646225 0.10646225]
 [2.45853775 2.45853775 2.45853775]]","[[-0.00022087 -0.00022087 -0.00022087]
 [ 0.00022087  0.00022087  0.00022087]]",-8.241584411510628,-8.24911111372254,0.007492709136089079,3.399307582295739e-05
338,338,1690,"[[0.10535678 0.10535678 0.10535678]
 [2.45964322 2.45964322 2.45964322]]","[[-0.0002213 -0.0002213 -0.0002213]
 [ 0.0002213  0.0002213  0.0002213]]",-8.241584411077229,-8.249140310138092,0.007521791159527869,3.410790133468965e-05
339,339,1695,"[[0.10424927 0.10424927 0.10424927]
 [2.46075073 2.46075073 2.46075073]]","[[-0.00022168 -0.00022168 -0.00022168]
 [ 0.00022168  0.00022168  0.00022168]]",-8.241584410563958,-8.24916672930269,0.007548069460634558,3.4249278098543106e-05
340,340,1700,"[[0.10313993 0.10313993 0.10313993]
 [2.46186007 2.46186007 2.46186007]]","[[-0.00022203 -0.00022203 -0.00022203]
 [ 0.00022203  0.00022203  0.00022203]]",-8.241584409949656,-8.249190372483385,0.00757155538496494,3.440714876448315e-05
341,341,1705,"[[0.10202897 0.10202897 0.10202897]
 [2.46297103 2.46297103 2.46297103]]","[[-0.00022233 -0.00022233 -0.00022233]
 [ 0.00022233  0.00022233  0.00022233]]",-8.24158440920391,-8.249211242583305,0.007592264460656164,3.4568918738796566e-05
342,342,1710,"[[0.1009166 0.1009166 0.1009166]
 [2.4640834 2.4640834 2.4640834]]","[[-0.0002226 -0.0002226 -0.0002226]
 [ 0.0002226  0.0002226  0.0002226]]",-8.241584408316294,-8.249229344587103,0.007610212530290105,3.472374051935657e-05
343,343,1715,"[[0.09980302 0.09980302 0.09980302]
 [2.46519698 2.46519698 2.46519698]]","[[-0.00022282 -0.00022282 -0.00022282]
 [ 0.00022282  0.00022282  0.00022282]]",-8.241584407260717,-8.249244685767863,0.007625412050472521,3.4866456672494e-05
344,344,1720,"[[0.09868842 0.09868842 0.09868842]
 [2.46631158 2.46631158 2.46631158]]","[[-0.000223 -0.000223 -0.000223]
 [ 0.000223  0.000223  0.000223]]",-8.241584406037322,-8.249257276046267,0.007637871264503279,3.4998744441315266e-05
345,345,1725,"[[0.09757302 0.09757302 0.09757302]
 [2.46742698 2.46742698 2.46742698]]","[[-0.00022314 -0.00022314 -0.00022314]
 [ 0.00022314  0.00022314  0.00022314]]",-8.241584404678951,-8.249267127988494,0.007647597660630744,3.5125648911285274e-05
346,346,1730,"[[0.096457 0.096457 0.096457]
 [2.468543 2.468543 2.468543]]","[[-0.00022324 -0.00022324 -0.00022324]
 [ 0.00022324  0.00022324  0.00022324]]",-8.241584403208586,-8.249274256353289,0.007654603185255043,3.524995944704711e-05
347,347,1735,"[[0.09534058 0.09534058 0.09534058]
 [2.46965942 2.46965942 2.46965942]]","[[-0.00022331 -0.00022331 -0.00022331]
 [ 0.00022331  0.00022331  0.00022331]]",-8.241584401661969,-8.24927867771562,0.007658906722531675,3.5369331120377665e-05
348,348,1740,"[[0.09422394 0.09422394 0.09422394]
 [2.47077606 2.47077606 2.47077606]]","[[-0.00022333 -0.00022333 -0.00022333]
 [ 0.00022333  0.00022333  0.00022333]]",-8.241584400072963,-8.249280409929671,0.007660532089459943,3.547776724851691e-05
349,349,1745,"[[0.09310728 0.09310728 0.09310728]
 [2.47189272 2.47189272 2.47189272]]","[[-0.00022332 -0.00022332 -0.00022332]
 [ 0.00022332  0.00022332  0.00022332]]",-8.241584398429586,-8.249279471644245,0.007659503703776595,3.5569510883688426e-05
350,350,1750,"[[0.09199078 0.09199078 0.09199078]
 [2.47300922 2.47300922 2.47300922]]","[[-0.00022326 -0.00022326 -0.00022326]
 [ 0.00022326  0.00022326  0.00022326]]",-8.24158439670066,-8.249275882467817,0.0076558436375988035,3.564212955912129e-05
351,351,1755,"[[0.09087466 0.09087466 0.09087466]
 [2.47412534 2.47412534 2.47412534]]","[[-0.00022317 -0.00022317 -0.00022317]
 [ 0.00022317  0.00022317  0.00022317]]",-8.241584394850067,-8.249269663434712,0.007649572698578971,3.569588606562757e-05
352,352,1760,"[[0.08975908 0.08975908 0.08975908]
 [2.47524092 2.47524092 2.47524092]]","[[-0.00022304 -0.00022304 -0.00022304]
 [ 0.00022304  0.00022304  0.00022304]]",-8.241584392831607,-8.249260837601497,0.007640714943041013,3.57298268494725e-05
353,353,1765,"[[0.08864424 0.08864424 0.08864424]
 [2.47635576 2.47635576 2.47635576]]","[[-0.00022287 -0.00022287 -0.00022287]
 [ 0.00022287  0.00022287  0.00022287]]",-8.241584390657149,-8.249249430686401,0.007629301825635527,3.573820361524543e-05
354,354,1770,"[[0.08753033 0.08753033 0.08753033]
 [2.47746967 2.47746967 2.47746967]]","[[-0.00022267 -0.00022267 -0.00022267]
 [ 0.00022267  0.00022267  0.00022267]]",-8.241584388379714,-8.249235470892101,0.007615372386219603,3.571012616894352e-05
355,355,1775,"[[0.08641753 0.08641753 0.08641753]
 [2.47858247 2.47858247 2.47858247]]","[[-0.00022243 -0.00022243 -0.00022243]
 [ 0.00022243  0.00022243  0.00022243]]",-8.241584386036457,-8.249218988126636,0.00759896904236706,3.5633047810304593e-05
356,356,1780,"[[0.08530602 0.08530602 0.08530602]
 [2.47969398 2.47969398 2.47969398]]","[[-0.00022216 -0.00022216 -0.00022216]
 [ 0.00022216  0.00022216  0.00022216]]",-8.241584383651693,-8.249200013392915,0.007580131558115015,3.549818310686507e-05
357,357,1785,"[[0.08419598 0.08419598 0.08419598]
 [2.48080402 2.48080402 2.48080402]]","[[-0.00022184 -0.00022184 -0.00022184]
 [ 0.00022184  0.00022184  0.00022184]]",-8.241584381218969,-8.249178578427648,0.007558892897144738,3.53043115354535e-05
358,358,1790,"[[0.08308758 0.08308758 0.08308758]
 [2.48191242 2.48191242 2.48191242]]","[[-0.0002215 -0.0002215 -0.0002215]
 [ 0.0002215  0.0002215  0.0002215]]",-8.241584378713206,-8.249154715810738,0.007535279075771702,3.505802176073479e-05
359,359,1795,"[[0.08198101 0.08198101 0.08198101]
 [2.48301899 2.48301899 2.48301899]]","[[-0.00022112 -0.00022112 -0.00022112]
 [ 0.00022112  0.00022112  0.00022112]]",-8.241584376138155,-8.249128459324606,0.007509311812244137,3.477137420736043e-05
360,360,1800,"[[0.08087643 0.08087643 0.08087643]
 [2.48412357 2.48412357 2.48412357]]","[[-0.0002207 -0.0002207 -0.0002207]
 [ 0.0002207  0.0002207  0.0002207]]",-8.241584373496954,-8.249099843942595,0.0074810114213001,3.4459024342030016e-05
361,361,1805,"[[0.07977403 0.07977403 0.07977403]
 [2.48522597 2.48522597 2.48522597]]","[[-0.00022025 -0.00022025 -0.00022025]
 [ 0.00022025  0.00022025  0.00022025]]",-8.241584370769964,-8.249068905826213,0.007450398668893724,3.413638735587189e-05
362,362,1810,"[[0.07867397 0.07867397 0.07867397]
 [2.48632603 2.48632603 2.48632603]]","[[-0.00021976 -0.00021976 -0.00021976]
 [ 0.00021976  0.00021976  0.00021976]]",-8.241584367970304,-8.249035682561777,0.007417495414057283,3.381917741542392e-05
363,363,1815,"[[0.07757644 0.07757644 0.07757644]
 [2.48742356 2.48742356 2.48742356]]","[[-0.00021924 -0.00021924 -0.00021924]
 [ 0.00021924  0.00021924  0.00021924]]",-8.241584365124131,-8.249000212961356,0.007382324756281852,3.3523080941709055e-05
364,364,1820,"[[0.0764816 0.0764816 0.0764816]
 [2.4885184 2.4885184 2.4885184]]","[[-0.00021868 -0.00021868 -0.00021868]
 [ 0.00021868  0.00021868  0.00021868]]",-8.241584362227153,-8.24896253670467,0.007344912226923361,3.3262250595508524e-05
365,365,1825,"[[0.07538963 0.07538963 0.07538963]
 [2.48961037 2.48961037 2.48961037]]","[[-0.00021809 -0.00021809 -0.00021809]
 [ 0.00021809  0.00021809  0.00021809]]",-8.241584359285893,-8.248922694353423,0.00730528824368149,3.3046823847453285e-05
366,366,1830,"[[0.07430069 0.07430069 0.07430069]
 [2.49069931 2.49069931 2.49069931]]","[[-0.00021747 -0.00021747 -0.00021747]
 [ 0.00021747  0.00021747  0.00021747]]",-8.241584356317302,-8.248880727246831,0.007263490308637922,3.288062089142282e-05
367,367,1835,"[[0.07321497 0.07321497 0.07321497]
 [2.49178503 2.49178503 2.49178503]]","[[-0.00021681 -0.00021681 -0.00021681]
 [ 0.00021681  0.00021681  0.00021681]]",-8.241584353302839,-8.24883667731439,0.007219564091320559,3.2759920229921136e-05
368,368,1840,"[[0.07213262 0.07213262 0.07213262]
 [2.49286738 2.49286738 2.49286738]]","[[-0.00021612 -0.00021612 -0.00021612]
 [ 0.00021612  0.00021612  0.00021612]]",-8.241584350229251,-8.248790587327981,0.007173563119513922,3.2673979215583575e-05
369,369,1845,"[[0.07105381 0.07105381 0.07105381]
 [2.49394619 2.49394619 2.49394619]]","[[-0.00021539 -0.00021539 -0.00021539]
 [ 0.00021539  0.00021539  0.00021539]]",-8.241584347102009,-8.24874250109465,0.007125546480977619,3.260751166330055e-05
370,370,1850,"[[0.06997871 0.06997871 0.06997871]
 [2.49502129 2.49502129 2.49502129]]","[[-0.00021463 -0.00021463 -0.00021463]
 [ 0.00021463  0.00021463  0.00021463]]",-8.241584343913651,-8.248692463389435,0.0070755755383119755,3.254393747173081e-05
371,371,1855,"[[0.06890747 0.06890747 0.06890747]
 [2.49609253 2.49609253 2.49609253]]","[[-0.00021385 -0.00021385 -0.00021385]
 [ 0.00021385  0.00021385  0.00021385]]",-8.241584340670466,-8.248640520028761,0.007023711840683556,3.246751761183813e-05
372,372,1860,"[[0.06784025 0.06784025 0.06784025]
 [2.49715975 2.49715975 2.49715975]]","[[-0.00021303 -0.00021303 -0.00021303]
 [ 0.00021303  0.00021303  0.00021303]]",-8.241584337419072,-8.248586717730234,0.006970016433313445,3.2363877848538214e-05
373,373,1865,"[[0.0667772 0.0667772 0.0667772]
 [2.4982228 2.4982228 2.4982228]]","[[-0.00021218 -0.00021218 -0.00021218]
 [ 0.00021218  0.00021218  0.00021218]]",-8.241584334179445,-8.248531103448,0.006914549468533507,3.221980002223319e-05
374,374,1870,"[[0.06571847 0.06571847 0.06571847]
 [2.49928153 2.49928153 2.49928153]]","[[-0.0002113 -0.0002113 -0.0002113]
 [ 0.0002113  0.0002113  0.0002113]]",-8.241584330913492,-8.248473724093817,0.0068573695265633115,3.202365376160049e-05
375,375,1875,"[[0.06466421 0.06466421 0.06466421]
 [2.50033579 2.50033579 2.50033579]]","[[-0.00021039 -0.00021039 -0.00021039]
 [ 0.00021039  0.00021039  0.00021039]]",-8.241584327593703,-8.248414627068083,0.006798531407528882,3.17680668505965e-05
376,376,1880,"[[0.06361457 0.06361457 0.06361457]
 [2.50138543 2.50138543 2.50138543]]","[[-0.00020945 -0.00020945 -0.00020945]
 [ 0.00020945  0.00020945  0.00020945]]",-8.24158432424229,-8.248353860649075,0.006738081746339776,3.145466044656464e-05
377,377,1885,"[[0.06256968 0.06256968 0.06256968]
 [2.50243032 2.50243032 2.50243032]]","[[-0.00020849 -0.00020849 -0.00020849]
 [ 0.00020849  0.00020849  0.00020849]]",-8.241584320901831,-8.248291473661164,0.006676055386740785,3.1097372591550485e-05
378,378,1890,"[[0.0615297 0.0615297 0.0615297]
 [2.5034703 2.5034703 2.5034703]]","[[-0.00020749 -0.00020749 -0.00020749]
 [ 0.00020749  0.00020749  0.00020749]]",-8.241584317595738,-8.248227514833294,0.006612476822929897,3.072041462692854e-05
379,379,1895,"[[0.06049477 0.06049477 0.06049477]
 [2.50450523 2.50450523 2.50450523]]","[[-0.00020647 -0.00020647 -0.00020647]
 [ 0.00020647  0.00020647  0.00020647]]",-8.241584314297095,-8.248162032469285,0.006547367876835368,3.035029535361226e-05
380,380,1900,"[[0.05946503 0.05946503 0.05946503]
 [2.50553497 2.50553497 2.50553497]]","[[-0.00020541 -0.00020541 -0.00020541]
 [ 0.00020541  0.00020541  0.00020541]]",-8.24158431094771,-8.248095074879343,0.006480758310849703,3.0005620783311337e-05
381,381,1905,"[[0.05844062 0.05844062 0.05844062]
 [2.50655938 2.50655938 2.50655938]]","[[-0.00020433 -0.00020433 -0.00020433]
 [ 0.00020433  0.00020433  0.00020433]]",-8.241584307538494,-8.248026691233145,0.006412692883718294,2.969081093352926e-05
382,382,1910,"[[0.0574217 0.0574217 0.0574217]
 [2.5075783 2.5075783 2.5075783]]","[[-0.00020322 -0.00020322 -0.00020322]
 [ 0.00020322  0.00020322  0.00020322]]",-8.241584304110816,-8.247956931701978,0.006343229942943044,2.9397648218979822e-05
