,i,v,x,E,EKS,ekin,t
102,102,"[[ 0.00020457  0.00020457  0.00020457]
 [-0.00020457 -0.00020457 -0.00020457]]","[[0.05824015 0.05824015 0.05824015]
 [2.50675985 2.50675985 2.50675985]]",-8.24158564620071,-8.248013123338659,0.006427477137949042,510
103,103,"[[ 0.00020566  0.00020566  0.00020566]
 [-0.00020566 -0.00020566 -0.00020566]]","[[0.05926576 0.05926576 0.05926576]
 [2.50573424 2.50573424 2.50573424]]",-8.2415856541272,-8.248081931205286,0.006496277078086952,515
104,104,"[[ 0.00020672  0.00020672  0.00020672]
 [-0.00020672 -0.00020672 -0.00020672]]","[[0.06029676 0.06029676 0.06029676]
 [2.50470324 2.50470324 2.50470324]]",-8.241585662275279,-8.248149317950883,0.006563655675604199,520
105,105,"[[ 0.00020776  0.00020776  0.00020776]
 [-0.00020776 -0.00020776 -0.00020776]]","[[0.061333 0.061333 0.061333]
 [2.503667 2.503667 2.503667]]",-8.241585670660287,-8.24821523346987,0.0066295628095816,525
106,106,"[[ 0.00020877  0.00020877  0.00020877]
 [-0.00020877 -0.00020877 -0.00020877]]","[[0.06237435 0.06237435 0.06237435]
 [2.50262565 2.50262565 2.50262565]]",-8.241585679280515,-8.24827962790273,0.006693948622216204,530
107,107,"[[ 0.00020974  0.00020974  0.00020974]
 [-0.00020974 -0.00020974 -0.00020974]]","[[0.06342066 0.06342066 0.06342066]
 [2.50157934 2.50157934 2.50157934]]",-8.241585688143555,-8.248342451697656,0.006756763554100549,535
108,108,"[[ 0.00021069  0.00021069  0.00021069]
 [-0.00021069 -0.00021069 -0.00021069]]","[[0.06447178 0.06447178 0.06447178]
 [2.50052822 2.50052822 2.50052822]]",-8.241585697253763,-8.248403655634418,0.006817958380655304,540
109,109,"[[ 0.00021161  0.00021161  0.00021161]
 [-0.00021161 -0.00021161 -0.00021161]]","[[0.06552757 0.06552757 0.06552757]
 [2.49947243 2.49947243 2.49947243]]",-8.241585706599434,-8.248463190864967,0.006877484265533504,545
110,110,"[[ 0.0002125  0.0002125  0.0002125]
 [-0.0002125 -0.0002125 -0.0002125]]","[[0.06658787 0.06658787 0.06658787]
 [2.49841213 2.49841213 2.49841213]]",-8.241585716171928,-8.248521008967776,0.006935292795848072,550
111,111,"[[ 0.00021335  0.00021335  0.00021335]
 [-0.00021335 -0.00021335 -0.00021335]]","[[0.06765253 0.06765253 0.06765253]
 [2.49734747 2.49734747 2.49734747]]",-8.241585725960615,-8.248577061969247,0.006991336008632306,555
112,112,"[[ 0.00021418  0.00021418  0.00021418]
 [-0.00021418 -0.00021418 -0.00021418]]","[[0.06872139 0.06872139 0.06872139]
 [2.49627861 2.49627861 2.49627861]]",-8.241585735986554,-8.248631302400696,0.00704556641414184,560
113,113,"[[ 0.00021497  0.00021497  0.00021497]
 [-0.00021497 -0.00021497 -0.00021497]]","[[0.06979431 0.06979431 0.06979431]
 [2.49520569 2.49520569 2.49520569]]",-8.241585746257348,-8.248683683325718,0.007097937068368634,565
114,114,"[[ 0.00021574  0.00021574  0.00021574]
 [-0.00021574 -0.00021574 -0.00021574]]","[[0.07087113 0.07087113 0.07087113]
 [2.49412887 2.49412887 2.49412887]]",-8.241585756758738,-8.248734158393557,0.007148401634819306,570
115,115,"[[ 0.00021647  0.00021647  0.00021647]
 [-0.00021647 -0.00021647 -0.00021647]]","[[0.07195167 0.07195167 0.07195167]
 [2.49304833 2.49304833 2.49304833]]",-8.241585767496938,-8.248782681882847,0.0071969143859100335,575
116,116,"[[ 0.00021717  0.00021717  0.00021717]
 [-0.00021717 -0.00021717 -0.00021717]]","[[0.07303579 0.07303579 0.07303579]
 [2.49196421 2.49196421 2.49196421]]",-8.241585778467165,-8.24882920874482,0.007243430277654654,580
117,117,"[[ 0.00021783  0.00021783  0.00021783]
 [-0.00021783 -0.00021783 -0.00021783]]","[[0.07412333 0.07412333 0.07412333]
 [2.49087667 2.49087667 2.49087667]]",-8.241585789672145,-8.24887369464302,0.007287904970875387,585
118,118,"[[ 0.00021846  0.00021846  0.00021846]
 [-0.00021846 -0.00021846 -0.00021846]]","[[0.0752141 0.0752141 0.0752141]
 [2.4897859 2.4897859 2.4897859]]",-8.241585801124428,-8.248916096012977,0.007330294888549249,590
119,119,"[[ 0.00021906  0.00021906  0.00021906]
 [-0.00021906 -0.00021906 -0.00021906]]","[[0.07630796 0.07630796 0.07630796]
 [2.48869204 2.48869204 2.48869204]]",-8.241585812802338,-8.248956370098842,0.007370557296503463,595
120,120,"[[ 0.00021963  0.00021963  0.00021963]
 [-0.00021963 -0.00021963 -0.00021963]]","[[0.07740473 0.07740473 0.07740473]
 [2.48759527 2.48759527 2.48759527]]",-8.241585824690924,-8.248994475002199,0.007408650311274862,600
121,121,"[[ 0.00022016  0.00022016  0.00022016]
 [-0.00022016 -0.00022016 -0.00022016]]","[[0.07850424 0.07850424 0.07850424]
 [2.48649576 2.48649576 2.48649576]]",-8.241585836793067,-8.249030369726551,0.007444532933484226,605
122,122,"[[ 0.00022066  0.00022066  0.00022066]
 [-0.00022066 -0.00022066 -0.00022066]]","[[0.07960632 0.07960632 0.07960632]
 [2.48539368 2.48539368 2.48539368]]",-8.241585849136934,-8.249064014247844,0.007478165110910898,610
123,123,"[[ 0.00022112  0.00022112  0.00022112]
 [-0.00022112 -0.00022112 -0.00022112]]","[[0.0807108 0.0807108 0.0807108]
 [2.4842892 2.4842892 2.4842892]]",-8.241585861724063,-8.249095369532743,0.007509507808678711,615
124,124,"[[ 0.00022154  0.00022154  0.00022154]
 [-0.00022154 -0.00022154 -0.00022154]]","[[0.0818175 0.0818175 0.0818175]
 [2.4831825 2.4831825 2.4831825]]",-8.24158587452731,-8.249124397608817,0.007538523081507783,620
125,125,"[[ 0.00022194  0.00022194  0.00022194]
 [-0.00022194 -0.00022194 -0.00022194]]","[[0.08292625 0.08292625 0.08292625]
 [2.48207375 2.48207375 2.48207375]]",-8.241585887521031,-8.249151061619632,0.007565174098599864,625
126,126,"[[ 0.00022229  0.00022229  0.00022229]
 [-0.00022229 -0.00022229 -0.00022229]]","[[0.08403686 0.08403686 0.08403686]
 [2.48096314 2.48096314 2.48096314]]",-8.241585900695977,-8.249175325847872,0.007589425151895882,630
127,127,"[[ 0.00022261  0.00022261  0.00022261]
 [-0.00022261 -0.00022261 -0.00022261]]","[[0.08514916 0.08514916 0.08514916]
 [2.47985084 2.47985084 2.47985084]]",-8.241585914068034,-8.249197155809375,0.007611241741339903,635
128,128,"[[ 0.00022289  0.00022289  0.00022289]
 [-0.00022289 -0.00022289 -0.00022289]]","[[0.08626297 0.08626297 0.08626297]
 [2.47873703 2.47873703 2.47873703]]",-8.241585927654484,-8.249216518268858,0.007630590614373874,640
129,129,"[[ 0.00022314  0.00022314  0.00022314]
 [-0.00022314 -0.00022314 -0.00022314]]","[[0.0873781 0.0873781 0.0873781]
 [2.4776219 2.4776219 2.4776219]]",-8.241585941447292,-8.249233381303492,0.00764743985619919,645
130,130,"[[ 0.00022335  0.00022335  0.00022335]
 [-0.00022335 -0.00022335 -0.00022335]]","[[0.08849436 0.08849436 0.08849436]
 [2.47650564 2.47650564 2.47650564]]",-8.241585955435301,-8.249247714368156,0.00766175893285514,650
131,131,"[[ 0.00022352  0.00022352  0.00022352]
 [-0.00022352 -0.00022352 -0.00022352]]","[[0.08961158 0.08961158 0.08961158]
 [2.47538842 2.47538842 2.47538842]]",-8.241585969597178,-8.24925948833178,0.007673518734602321,655
132,132,"[[ 0.00022365  0.00022365  0.00022365]
 [-0.00022365 -0.00022365 -0.00022365]]","[[0.09072956 0.09072956 0.09072956]
 [2.47427044 2.47427044 2.47427044]]",-8.241585983911826,-8.249268675535108,0.0076826916232823625,660
133,133,"[[ 0.00022375  0.00022375  0.00022375]
 [-0.00022375 -0.00022375 -0.00022375]]","[[0.09184811 0.09184811 0.09184811]
 [2.47315189 2.47315189 2.47315189]]",-8.241585998395234,-8.249275249844398,0.007689251449164552,665
134,134,"[[ 0.00022381  0.00022381  0.00022381]
 [-0.00022381 -0.00022381 -0.00022381]]","[[0.09296704 0.09296704 0.09296704]
 [2.47203296 2.47203296 2.47203296]]",-8.241586013070341,-8.249279186712146,0.007693173641804759,670
135,135,"[[ 0.00022382  0.00022382  0.00022382]
 [-0.00022382 -0.00022382 -0.00022382]]","[[0.09408617 0.09408617 0.09408617]
 [2.47091383 2.47091383 2.47091383]]",-8.241586027921493,-8.249280463214557,0.007694435293064008,675
136,136,"[[ 0.0002238  0.0002238  0.0002238]
 [-0.0002238 -0.0002238 -0.0002238]]","[[0.09520528 0.09520528 0.09520528]
 [2.46979472 2.46979472 2.46979472]]",-8.241586042918174,-8.2492790581204,0.007693015202225917,680
137,137,"[[ 0.00022374  0.00022374  0.00022374]
 [-0.00022374 -0.00022374 -0.00022374]]","[[0.0963242 0.0963242 0.0963242]
 [2.4686758 2.4686758 2.4686758]]",-8.24158605804836,-8.249274951935309,0.007688893886948302,685
138,138,"[[ 0.00022364  0.00022364  0.00022364]
 [-0.00022364 -0.00022364 -0.00022364]]","[[0.09744272 0.09744272 0.09744272]
 [2.46755728 2.46755728 2.46755728]]",-8.241586073344084,-8.24926812694871,0.007682053604625132,690
139,139,"[[ 0.0002235  0.0002235  0.0002235]
 [-0.0002235 -0.0002235 -0.0002235]]","[[0.09856064 0.09856064 0.09856064]
 [2.46643936 2.46643936 2.46643936]]",-8.24158608878942,-8.2492585673002,0.007672478510780911,695
140,140,"[[ 0.00022332  0.00022332  0.00022332]
 [-0.00022332 -0.00022332 -0.00022332]]","[[0.09967776 0.09967776 0.09967776]
 [2.46532224 2.46532224 2.46532224]]",-8.241586104330022,-8.249246259012505,0.007660154682483419,700
141,141,"[[ 0.0002231  0.0002231  0.0002231]
 [-0.0002231 -0.0002231 -0.0002231]]","[[0.10079389 0.10079389 0.10079389]
 [2.46420611 2.46420611 2.46420611]]",-8.24158611999602,-8.249231190058676,0.0076450700626565695,705
142,142,"[[ 0.00022284  0.00022284  0.00022284]
 [-0.00022284 -0.00022284 -0.00022284]]","[[0.10190881 0.10190881 0.10190881]
 [2.46309119 2.46309119 2.46309119]]",-8.241586135763482,-8.249213350415472,0.0076272146519903465,710
143,143,"[[ 0.00022254  0.00022254  0.00022254]
 [-0.00022254 -0.00022254 -0.00022254]]","[[0.10302233 0.10302233 0.10302233]
 [2.46197767 2.46197767 2.46197767]]",-8.2415861516119,-8.24919273208314,0.007606580471239617,715
144,144,"[[ 0.0002222  0.0002222  0.0002222]
 [-0.0002222 -0.0002222 -0.0002222]]","[[0.10413424 0.10413424 0.10413424]
 [2.46086576 2.46086576 2.46086576]]",-8.24158616757261,-8.249169329174524,0.007583161601914898,720
145,145,"[[ 0.00022182  0.00022182  0.00022182]
 [-0.00022182 -0.00022182 -0.00022182]]","[[0.10524433 0.10524433 0.10524433]
 [2.45975567 2.45975567 2.45975567]]",-8.241586183574833,-8.249143137927136,0.007556954352303276,725
146,146,"[[ 0.00022139  0.00022139  0.00022139]
 [-0.00022139 -0.00022139 -0.00022139]]","[[0.10635239 0.10635239 0.10635239]
 [2.45864761 2.45864761 2.45864761]]",-8.241586199635403,-8.249114156781093,0.007527957145689957,730
147,147,"[[ 0.00022092  0.00022092  0.00022092]
 [-0.00022092 -0.00022092 -0.00022092]]","[[0.10745822 0.10745822 0.10745822]
 [2.45754178 2.45754178 2.45754178]]",-8.24158621578327,-8.249082386393342,0.007496170610071742,735
148,148,"[[ 0.00022041  0.00022041  0.00022041]
 [-0.00022041 -0.00022041 -0.00022041]]","[[0.1085616 0.1085616 0.1085616]
 [2.4564384 2.4564384 2.4564384]]",-8.24158623198302,-8.249047829703523,0.007461597720504284,740
149,149,"[[ 0.00021986  0.00021986  0.00021986]
 [-0.00021986 -0.00021986 -0.00021986]]","[[0.10966233 0.10966233 0.10966233]
 [2.45533767 2.45533767 2.45533767]]",-8.241586248192839,-8.249010491976591,0.00742424378375279,745
150,150,"[[ 0.00021926  0.00021926  0.00021926]
 [-0.00021926 -0.00021926 -0.00021926]]","[[0.11076019 0.11076019 0.11076019]
 [2.45423981 2.45423981 2.45423981]]",-8.241586264431316,-8.248970380816646,0.00738411638532982,750
151,151,"[[ 0.00021863  0.00021863  0.00021863]
 [-0.00021863 -0.00021863 -0.00021863]]","[[0.11185497 0.11185497 0.11185497]
 [2.45314503 2.45314503 2.45314503]]",-8.241586280676774,-8.248927506259838,0.007341225583062837,755
152,152,"[[ 0.00021795  0.00021795  0.00021795]
 [-0.00021795 -0.00021795 -0.00021795]]","[[0.11294646 0.11294646 0.11294646]
 [2.45205354 2.45205354 2.45205354]]",-8.241586296855267,-8.248881880754624,0.007295583899356413,760
153,153,"[[ 0.00021722  0.00021722  0.00021722]
 [-0.00021722 -0.00021722 -0.00021722]]","[[0.11403443 0.11403443 0.11403443]
 [2.45096557 2.45096557 2.45096557]]",-8.241586313007204,-8.248833519229441,0.007247206222236563,765
154,154,"[[ 0.00021645  0.00021645  0.00021645]
 [-0.00021645 -0.00021645 -0.00021645]]","[[0.11511868 0.11511868 0.11511868]
 [2.44988132 2.44988132 2.44988132]]",-8.241586329158327,-8.24878243911888,0.0071961099605536444,770
155,155,"[[ 0.00021564  0.00021564  0.00021564]
 [-0.00021564 -0.00021564 -0.00021564]]","[[0.11619898 0.11619898 0.11619898]
 [2.44880102 2.44880102 2.44880102]]",-8.241586345303396,-8.248728660407622,0.007142315104226196,775
156,156,"[[ 0.00021479  0.00021479  0.00021479]
 [-0.00021479 -0.00021479 -0.00021479]]","[[0.11727512 0.11727512 0.11727512]
 [2.44772488 2.44772488 2.44772488]]",-8.241586361408528,-8.248672205630063,0.00708584422153462,780
157,157,"[[ 0.00021389  0.00021389  0.00021389]
 [-0.00021389 -0.00021389 -0.00021389]]","[[0.11834688 0.11834688 0.11834688]
 [2.44665312 2.44665312 2.44665312]]",-8.241586377441504,-8.248613099939709,0.007026722498204551,785
158,158,"[[ 0.00021295  0.00021295  0.00021295]
 [-0.00021295 -0.00021295 -0.00021295]]","[[0.11941404 0.11941404 0.11941404]
 [2.44558596 2.44558596 2.44558596]]",-8.241586393372756,-8.248551371088364,0.006964977715607319,790
159,159,"[[ 0.00021196  0.00021196  0.00021196]
 [-0.00021196 -0.00021196 -0.00021196]]","[[0.12047638 0.12047638 0.12047638]
 [2.44452362 2.44452362 2.44452362]]",-8.241586409203755,-8.248487049477223,0.0069006402734685494,795
160,160,"[[ 0.00021093  0.00021093  0.00021093]
 [-0.00021093 -0.00021093 -0.00021093]]","[[0.12153368 0.12153368 0.12153368]
 [2.44346632 2.44346632 2.44346632]]",-8.241586424864032,-8.248420168183051,0.006833743319019274,800
161,161,"[[ 0.00020986  0.00020986  0.00020986]
 [-0.00020986 -0.00020986 -0.00020986]]","[[0.12258573 0.12258573 0.12258573]
 [2.44241427 2.44241427 2.44241427]]",-8.241586440358248,-8.24835076294272,0.00676432258447273,805
162,162,"[[ 0.00020874  0.00020874  0.00020874]
 [-0.00020874 -0.00020874 -0.00020874]]","[[0.12363229 0.12363229 0.12363229]
 [2.44136771 2.44136771 2.44136771]]",-8.241586455756893,-8.248278872195252,0.006692416438357902,810
163,163,"[[ 0.00020758  0.00020758  0.00020758]
 [-0.00020758 -0.00020758 -0.00020758]]","[[0.12467315 0.12467315 0.12467315]
 [2.44032685 2.44032685 2.44032685]]",-8.241586471046034,-8.248204537086227,0.00661806604019308,815
164,164,"[[ 0.00020637  0.00020637  0.00020637]
 [-0.00020637 -0.00020637 -0.00020637]]","[[0.12570808 0.12570808 0.12570808]
 [2.43929192 2.43929192 2.43929192]]",-8.2415864861683,-8.24812780146512,0.0065413152968201655,820
165,165,"[[ 0.00020512  0.00020512  0.00020512]
 [-0.00020512 -0.00020512 -0.00020512]]","[[0.12673687 0.12673687 0.12673687]
 [2.43826313 2.43826313 2.43826313]]",-8.241586501074332,-8.2480487118943,0.006462210819969054,825
166,166,"[[ 0.00020382  0.00020382  0.00020382]
 [-0.00020382 -0.00020382 -0.00020382]]","[[0.12775928 0.12775928 0.12775928]
 [2.43724072 2.43724072 2.43724072]]",-8.24158651574669,-8.247967317656972,0.0063808019102829855,830
167,167,"[[ 0.00020248  0.00020248  0.00020248]
 [-0.00020248 -0.00020248 -0.00020248]]","[[0.12877511 0.12877511 0.12877511]
 [2.43622489 2.43622489 2.43622489]]",-8.241586530209833,-8.247883670748982,0.00629714053914821,835
168,168,"[[ 0.0002011  0.0002011  0.0002011]
 [-0.0002011 -0.0002011 -0.0002011]]","[[0.12978412 0.12978412 0.12978412]
 [2.43521588 2.43521588 2.43521588]]",-8.241586544469438,-8.247797825857159,0.0062112813877207036,840
169,169,"[[ 0.00019967  0.00019967  0.00019967]
 [-0.00019967 -0.00019967 -0.00019967]]","[[0.13078609 0.13078609 0.13078609]
 [2.43421391 2.43421391 2.43421391]]",-8.241586558535767,-8.247709840387303,0.0061232818515359515,845
170,170,"[[ 0.00019819  0.00019819  0.00019819]
 [-0.00019819 -0.00019819 -0.00019819]]","[[0.13178081 0.13178081 0.13178081]
 [2.43321919 2.43321919 2.43321919]]",-8.24158657233075,-8.24761977439688,0.006033202066130439,850
171,171,"[[ 0.00019668  0.00019668  0.00019668]
 [-0.00019668 -0.00019668 -0.00019668]]","[[0.13276804 0.13276804 0.13276804]
 [2.43223196 2.43223196 2.43223196]]",-8.241586585843006,-8.247527690626622,0.005941104783616116,855
172,172,"[[ 0.00019511  0.00019511  0.00019511]
 [-0.00019511 -0.00019511 -0.00019511]]","[[0.13374757 0.13374757 0.13374757]
 [2.43125243 2.43125243 2.43125243]]",-8.241586599108365,-8.247433654456255,0.005847055347890481,860
173,173,"[[ 0.00019351  0.00019351  0.00019351]
 [-0.00019351 -0.00019351 -0.00019351]]","[[0.13471917 0.13471917 0.13471917]
 [2.43028083 2.43028083 2.43028083]]",-8.241586612038839,-8.247337733871804,0.005751121832964706,865
174,174,"[[ 0.00019185  0.00019185  0.00019185]
 [-0.00019185 -0.00019185 -0.00019185]]","[[0.13568263 0.13568263 0.13568263]
 [2.42931737 2.42931737 2.42931737]]",-8.24158662465214,-8.24723999945017,0.0056533747980288184,870
175,175,"[[ 0.00019016  0.00019016  0.00019016]
 [-0.00019016 -0.00019016 -0.00019016]]","[[0.13663772 0.13663772 0.13663772]
 [2.42836228 2.42836228 2.42836228]]",-8.241586637013027,-8.247140524310897,0.005553887297870597,875
176,176,"[[ 0.00018842  0.00018842  0.00018842]
 [-0.00018842 -0.00018842 -0.00018842]]","[[0.13758422 0.13758422 0.13758422]
 [2.42741578 2.42741578 2.42741578]]",-8.241586649041176,-8.247039384080542,0.005452735039366546,880
177,177,"[[ 0.00018664  0.00018664  0.00018664]
 [-0.00018664 -0.00018664 -0.00018664]]","[[0.13852191 0.13852191 0.13852191]
 [2.42647809 2.42647809 2.42647809]]",-8.241586660720786,-8.24693665686115,0.00534999614036352,885
178,178,"[[ 0.00018481  0.00018481  0.00018481]
 [-0.00018481 -0.00018481 -0.00018481]]","[[0.13945058 0.13945058 0.13945058]
 [2.42554942 2.42554942 2.42554942]]",-8.241586672040182,-8.246832423168753,0.005245751128571406,890
179,179,"[[ 0.00018294  0.00018294  0.00018294]
 [-0.00018294 -0.00018294 -0.00018294]]","[[0.14037 0.14037 0.14037]
 [2.42463 2.42463 2.42463]]",-8.241586682998005,-8.246726765886448,0.005140082888443511,895
180,180,"[[ 0.00018102  0.00018102  0.00018102]
 [-0.00018102 -0.00018102 -0.00018102]]","[[0.14127996 0.14127996 0.14127996]
 [2.42372004 2.42372004 2.42372004]]",-8.241586693642136,-8.24661977019978,0.005033076557644222,900
181,181,"[[ 0.00017907  0.00017907  0.00017907]
 [-0.00017907 -0.00017907 -0.00017907]]","[[0.14218023 0.14218023 0.14218023]
 [2.42281977 2.42281977 2.42281977]]",-8.24158670392059,-8.246511523546413,0.004924819625824094,905
182,182,"[[ 0.00017707  0.00017707  0.00017707]
 [-0.00017707 -0.00017707 -0.00017707]]","[[0.14307062 0.14307062 0.14307062]
 [2.42192938 2.42192938 2.42192938]]",-8.241586713767665,-8.246402115551529,0.004815401783863546,910
183,183,"[[ 0.00017502  0.00017502  0.00017502]
 [-0.00017502 -0.00017502 -0.00017502]]","[[0.14395089 0.14395089 0.14395089]
 [2.42104911 2.42104911 2.42104911]]",-8.24158672323646,-8.24629163794723,0.004704914710768867,915
184,184,"[[ 0.00017294  0.00017294  0.00017294]
 [-0.00017294 -0.00017294 -0.00017294]]","[[0.14482084 0.14482084 0.14482084]
 [2.42017916 2.42017916 2.42017916]]",-8.241586732367834,-8.246180184495081,0.004593452127247588,920
185,185,"[[ 0.00017081  0.00017081  0.00017081]
 [-0.00017081 -0.00017081 -0.00017081]]","[[0.14568026 0.14568026 0.14568026]
 [2.41931974 2.41931974 2.41931974]]",-8.241586741131286,-8.246067850927108,0.004481109795823194,925
186,186,"[[ 0.00016864  0.00016864  0.00016864]
 [-0.00016864 -0.00016864 -0.00016864]]","[[0.14652893 0.14652893 0.14652893]
 [2.41847107 2.41847107 2.41847107]]",-8.241586749493148,-8.245954734845347,0.004367985352197601,930
187,187,"[[ 0.00016643  0.00016643  0.00016643]
 [-0.00016643 -0.00016643 -0.00016643]]","[[0.14736665 0.14736665 0.14736665]
 [2.41763335 2.41763335 2.41763335]]",-8.241586757467333,-8.245840935627955,0.004254178160622229,935
188,188,"[[ 0.00016418  0.00016418  0.00016418]
 [-0.00016418 -0.00016418 -0.00016418]]","[[0.14819321 0.14819321 0.14819321]
 [2.41680679 2.41680679 2.41680679]]",-8.241586765011983,-8.245726554361072,0.004139789349090035,940
189,189,"[[ 0.00016188  0.00016188  0.00016188]
 [-0.00016188 -0.00016188 -0.00016188]]","[[0.1490084 0.1490084 0.1490084]
 [2.4159916 2.4159916 2.4159916]]",-8.241586772118342,-8.24561169371361,0.004024921595267523,945
190,190,"[[ 0.00015955  0.00015955  0.00015955]
 [-0.00015955 -0.00015955 -0.00015955]]","[[0.14981203 0.14981203 0.14981203]
 [2.41518797 2.41518797 2.41518797]]",-8.241586778861606,-8.245496457850312,0.0039096789887046336,950
191,191,"[[ 0.00015717  0.00015717  0.00015717]
 [-0.00015717 -0.00015717 -0.00015717]]","[[0.15060388 0.15060388 0.15060388]
 [2.41439612 2.41439612 2.41439612]]",-8.241586785196786,-8.245380952317701,0.003794167120915319,955
192,192,"[[ 0.00015476  0.00015476  0.00015476]
 [-0.00015476 -0.00015476 -0.00015476]]","[[0.15138375 0.15138375 0.15138375]
 [2.41361625 2.41361625 2.41361625]]",-8.241586791121392,-8.245265283968443,0.0036784928470510896,960
193,193,"[[ 0.0001523  0.0001523  0.0001523]
 [-0.0001523 -0.0001523 -0.0001523]]","[[0.15215146 0.15215146 0.15215146]
 [2.41284854 2.41284854 2.41284854]]",-8.241586796653065,-8.24514956078505,0.003562764131984618,965
